prize_id,type,item_id,star,weight,limit,count_min,count_max,,,,,
639,8,0,0,10,0,4800,4800,,,,,
640,4,52015,0,10,0,5,5,,,,,
641,8,0,0,10,0,5000,5000,,,,,
642,2,8,1,10,0,1,1,,,,,
643,8,0,0,10,0,5200,5200,,,,,
644,3,112,0,10,0,1,1,,,,,
645,8,0,0,10,0,5400,5400,,,,,
646,9,0,0,10,0,90,90,,,,,
647,8,0,0,10,0,5600,5600,,,,,
648,4,10138,0,10,0,2,2,,,,,
649,8,0,0,10,0,5800,5800,,,,,
650,4,52026,0,10,0,5,5,,,,,
651,8,0,0,10,0,6000,6000,,,,,
652,2,66,1,10,0,1,1,,,,,
653,8,0,0,10,0,6200,6200,,,,,
654,3,112,0,10,0,1,1,,,,,
655,8,0,0,10,0,6400,6400,,,,,
656,9,0,0,10,0,100,100,,,,,
657,8,0,0,10,0,6600,6600,,,,,
658,4,10138,0,10,0,2,2,,,,,
659,8,0,0,10,0,6800,6800,,,,,
660,4,52026,0,10,0,5,5,,,,,
661,8,0,0,10,0,7000,7000,,,,,
662,2,122,1,10,0,1,1,,,,,
663,8,0,0,10,0,7200,7200,,,,,
664,3,112,0,10,0,1,1,,,,,
665,8,0,0,10,0,7400,7400,,,,,
666,9,0,0,10,0,110,110,,,,,
667,8,0,0,10,0,7600,7600,,,,,
668,4,10138,0,10,0,3,3,,,,,
669,8,0,0,10,0,7800,7800,,,,,
670,4,52026,0,10,0,5,5,,,,,
671,8,0,0,10,0,8000,8000,,,,,
672,2,146,1,10,0,1,1,,,,,
673,8,0,0,10,0,8200,8200,,,,,
674,3,112,0,10,0,1,1,,,,,
675,8,0,0,10,0,8400,8400,,,,,
676,9,0,0,10,0,120,120,,,,,
677,8,0,0,10,0,8600,8600,,,,,
678,4,10138,0,10,0,3,3,,,,,
679,8,0,0,10,0,8800,8800,,,,,
680,4,52026,0,10,0,5,5,,,,,
681,8,0,0,10,0,9000,9000,,,,,
682,2,129,1,10,0,1,1,,,,,
683,8,0,0,10,0,9200,9200,,,,,
684,3,112,0,10,0,1,1,,,,,
685,8,0,0,10,0,9400,9400,,,,,
686,9,0,0,10,0,130,130,,,,,
687,8,0,0,10,0,9600,9600,,,,,
688,4,10138,0,10,0,3,3,,,,,
689,8,0,0,10,0,9800,9800,,,,,
690,4,52036,0,10,0,5,5,,,,,
691,8,0,0,10,0,10000,10000,,,,,
692,2,117,1,10,0,1,1,,,,,
693,8,0,0,10,0,10200,10200,,,,,
694,3,112,0,10,0,1,1,,,,,
695,8,0,0,10,0,10400,10400,,,,,
696,9,0,0,10,0,140,140,,,,,
697,8,0,0,10,0,10600,10600,,,,,
698,4,10138,0,10,0,4,4,,,,,
699,8,0,0,10,0,10800,10800,,,,,
700,4,52036,0,10,0,5,5,,,,,
701,8,0,0,10,0,11000,11000,,,,,
702,2,37,1,10,0,1,1,,,,,
703,8,0,0,10,0,11200,11200,,,,,
704,3,112,0,10,0,1,1,,,,,
705,8,0,0,10,0,11400,11400,,,,,
706,9,0,0,10,0,150,150,,,,,
707,8,0,0,10,0,11600,11600,,,,,
708,4,10138,0,10,0,4,4,,,,,
709,8,0,0,10,0,11800,11800,,,,,
710,4,52036,0,10,0,5,5,,,,,
711,8,0,0,10,0,12000,12000,,,,,
712,2,122,1,10,0,1,1,,,,,
713,8,0,0,10,0,12200,12200,,,,,
714,3,112,0,10,0,1,1,,,,,
715,8,0,0,10,0,12400,12400,,,,,
716,9,0,0,10,0,160,160,,,,,
717,8,0,0,10,0,12600,12600,,,,,
718,4,10138,0,10,0,4,4,,,,,
719,8,0,0,10,0,12800,12800,,,,,
720,4,52036,0,10,0,5,5,,,,,
721,8,0,0,10,0,13000,13000,,,,,
722,2,146,1,10,0,1,1,,,,,
723,8,0,0,10,0,13200,13200,,,,,
724,3,112,0,10,0,1,1,,,,,
725,8,0,0,10,0,13400,13400,,,,,
726,9,0,0,10,0,170,170,,,,,
727,8,0,0,10,0,13600,13600,,,,,
728,4,10138,0,10,0,5,5,,,,,
729,8,0,0,10,0,13800,13800,,,,,
730,4,52015,0,10,0,5,5,,,,,
731,8,0,0,10,0,14000,14000,,,,,
732,2,129,1,10,0,1,1,,,,,
733,8,0,0,10,0,14200,14200,,,,,
734,3,112,0,10,0,1,1,,,,,
735,8,0,0,10,0,14400,14400,,,,,
736,9,0,0,10,0,180,180,,,,,
737,8,0,0,10,0,14600,14600,,,,,
738,4,10138,0,10,0,5,5,,,,,
739,8,0,0,10,0,14800,14800,,,,,
740,4,52015,0,10,0,5,5,,,,,
741,8,0,0,10,0,15000,15000,,,,,
742,2,117,1,10,0,1,1,,,,,
743,8,0,0,10,0,15200,15200,,,,,
744,3,112,0,10,0,1,1,,,,,
745,8,0,0,10,0,15400,15400,,,,,
746,9,0,0,10,0,190,190,,,,,
747,8,0,0,10,0,15600,15600,,,,,
748,4,10138,0,10,0,5,5,,,,,
749,8,0,0,10,0,15800,15800,,,,,
750,4,52026,0,10,0,5,5,,,,,
751,8,0,0,10,0,16000,16000,,,,,
752,2,37,1,10,0,1,1,,,,,
753,8,0,0,10,0,16200,16200,,,,,
754,3,112,0,10,0,1,1,,,,,
755,8,0,0,10,0,16400,16400,,,,,
756,9,0,0,10,0,200,200,,,,,
757,8,0,0,10,0,16600,16600,,,,,
758,4,10138,0,10,0,6,6,,,,,
759,8,0,0,10,0,16800,16800,,,,,
760,4,52026,0,10,0,5,5,,,,,
761,8,0,0,10,0,17000,17000,,,,,
762,2,122,1,10,0,1,1,,,,,
763,8,0,0,10,0,17200,17200,,,,,
764,3,112,0,10,0,1,1,,,,,
765,8,0,0,10,0,17400,17400,,,,,
766,9,0,0,10,0,210,210,,,,,
767,8,0,0,10,0,17600,17600,,,,,
768,4,10138,0,10,0,6,6,,,,,
769,8,0,0,10,0,17800,17800,,,,,
770,4,52036,0,10,0,5,5,,,,,
771,8,0,0,10,0,18000,18000,,,,,
772,2,146,1,10,0,1,1,,,,,
773,8,0,0,10,0,18200,18200,,,,,
774,3,112,0,10,0,1,1,,,,,
775,8,0,0,10,0,18400,18400,,,,,
776,9,0,0,10,0,220,220,,,,,
777,8,0,0,10,0,18600,18600,,,,,
778,4,10138,0,10,0,6,6,,,,,
779,8,0,0,10,0,18800,18800,,,,,
780,4,52036,0,10,0,5,5,,,,,
781,8,0,0,10,0,19000,19000,,,,,
782,2,129,1,10,0,1,1,,,,,
783,8,0,0,10,0,19200,19200,,,,,
784,3,112,0,10,0,1,1,,,,,
785,8,0,0,10,0,19400,19400,,,,,
786,9,0,0,10,0,230,230,,,,,
787,8,0,0,10,0,19600,19600,,,,,
788,4,10138,0,10,0,7,7,,,,,
789,8,0,0,10,0,19800,19800,,,,,
790,4,52015,0,10,0,5,5,,,,,
791,8,0,0,10,0,20000,20000,,,,,
792,2,117,1,10,0,1,1,,,,,
793,8,0,0,10,0,20200,20200,,,,,
794,3,112,0,10,0,1,1,,,,,
795,8,0,0,10,0,20400,20400,,,,,
796,9,0,0,10,0,240,240,,,,,
797,8,0,0,10,0,20600,20600,,,,,
798,4,10138,0,10,0,7,7,,,,,
799,8,0,0,10,0,20800,20800,,,,,
800,4,52026,0,10,0,5,5,,,,,
2000,8,0,0,1,0,0,0,,,,,
3001,8,0,0,0,0,0,0,,,,,
3002,8,0,0,0,0,0,0,,,,,
3003,8,0,0,0,0,0,0,,,,,
3004,8,0,0,0,0,0,0,,,,,
3005,8,0,0,0,0,0,0,,,,,
3006,4,50032,0,4000,0,1,1,,,,,
3007,8,0,0,0,0,0,0,,,,,
3008,8,0,0,0,0,0,0,,,,,
3009,8,0,0,0,0,0,0,,,,,
3010,8,0,0,0,0,0,0,,,,,
3011,8,0,0,0,0,0,0,,,,,
3012,4,51034,0,1000,0,1,1,,,,,
3013,8,0,0,0,0,0,0,,,,,
3014,8,0,0,0,0,0,0,,,,,
3015,8,0,0,0,0,0,0,,,,,
3016,8,0,0,0,0,0,0,,,,,
3017,8,0,0,0,0,0,0,,,,,
3018,4,50653,0,4000,0,1,1,,,,,
3019,8,0,0,0,0,0,0,,,,,
3020,8,0,0,0,0,0,0,,,,,
3021,8,0,0,0,0,0,0,,,,,
3022,8,0,0,0,0,0,0,,,,,
3023,8,0,0,0,0,0,0,,,,,
3024,4,50143,0,1000,0,1,1,,,,,
3025,8,0,0,0,0,0,0,,,,,
3026,8,0,0,0,0,0,0,,,,,
3027,8,0,0,0,0,0,0,,,,,
3028,8,0,0,0,0,0,0,,,,,
3029,8,0,0,0,0,0,0,,,,,
3030,4,50273,0,1000,0,1,1,,,,,
3031,8,0,0,0,0,0,0,,,,,
3032,8,0,0,0,0,0,0,,,,,
3033,8,0,0,0,0,0,0,,,,,
3034,8,0,0,0,0,0,0,,,,,
3035,8,0,0,0,0,0,0,,,,,
3036,4,50423,0,1000,0,1,1,,,,,
3037,8,0,0,0,0,0,0,,,,,
3038,8,0,0,0,0,0,0,,,,,
3039,8,0,0,0,0,0,0,,,,,
3040,8,0,0,0,0,0,0,,,,,
3041,8,0,0,0,0,0,0,,,,,
3042,4,50324,0,1000,0,1,1,,,,,
3043,8,0,0,0,0,0,0,,,,,
3044,8,0,0,0,0,0,0,,,,,
3045,8,0,0,0,0,0,0,,,,,
3046,8,0,0,0,0,0,0,,,,,
3047,8,0,0,0,0,0,0,,,,,
3048,4,51093,0,4000,0,1,1,,,,,
3049,8,0,0,0,0,0,0,,,,,
3050,8,0,0,0,0,0,0,,,,,
3051,8,0,0,0,0,0,0,,,,,
3052,8,0,0,0,0,0,0,,,,,
3053,8,0,0,0,0,0,0,,,,,
3054,4,50184,0,1000,0,1,1,,,,,
3055,8,0,0,0,0,0,0,,,,,
3056,8,0,0,0,0,0,0,,,,,
3057,8,0,0,0,0,0,0,,,,,
3058,8,0,0,0,0,0,0,,,,,
3059,8,0,0,0,0,0,0,,,,,
3060,4,51204,0,200,0,1,1,,,,,
3201,8,0,0,0,0,0,0,,,,,
3202,8,0,0,0,0,0,0,,,,,
3203,8,0,0,0,0,0,0,,,,,
3204,8,0,0,0,0,0,0,,,,,
3205,8,0,0,0,0,0,0,,,,,
3206,4,50032,0,4000,0,1,1,,,,,
3207,8,0,0,0,0,0,0,,,,,
3208,8,0,0,0,0,0,0,,,,,
3209,8,0,0,0,0,0,0,,,,,
3210,8,0,0,0,0,0,0,,,,,
3211,8,0,0,0,0,0,0,,,,,
3212,4,51034,0,1200,0,1,1,,,,,
3213,8,0,0,0,0,0,0,,,,,
3214,8,0,0,0,0,0,0,,,,,
3215,8,0,0,0,0,0,0,,,,,
3216,8,0,0,0,0,0,0,,,,,
3217,8,0,0,0,0,0,0,,,,,
3218,4,50653,0,4000,0,1,1,,,,,
3219,8,0,0,0,0,0,0,,,,,
3220,8,0,0,0,0,0,0,,,,,
3221,8,0,0,0,0,0,0,,,,,
3222,8,0,0,0,0,0,0,,,,,
3223,8,0,0,0,0,0,0,,,,,
3224,4,50143,0,1200,0,1,1,,,,,
3225,8,0,0,0,0,0,0,,,,,
3226,8,0,0,0,0,0,0,,,,,
3227,8,0,0,0,0,0,0,,,,,
3228,8,0,0,0,0,0,0,,,,,
3229,8,0,0,0,0,0,0,,,,,
3230,4,50273,0,1200,0,1,1,,,,,
3231,8,0,0,0,0,0,0,,,,,
3232,8,0,0,0,0,0,0,,,,,
3233,8,0,0,0,0,0,0,,,,,
3234,8,0,0,0,0,0,0,,,,,
3235,8,0,0,0,0,0,0,,,,,
3236,4,50423,0,1200,0,1,1,,,,,
3237,8,0,0,0,0,0,0,,,,,
3238,8,0,0,0,0,0,0,,,,,
3239,8,0,0,0,0,0,0,,,,,
3240,8,0,0,0,0,0,0,,,,,
3241,8,0,0,0,0,0,0,,,,,
3242,4,50324,0,1200,0,1,1,,,,,
3243,8,0,0,0,0,0,0,,,,,
3244,8,0,0,0,0,0,0,,,,,
3245,8,0,0,0,0,0,0,,,,,
3246,8,0,0,0,0,0,0,,,,,
3247,8,0,0,0,0,0,0,,,,,
3248,4,51093,0,4000,0,1,1,,,,,
3249,8,0,0,0,0,0,0,,,,,
3250,8,0,0,0,0,0,0,,,,,
3251,8,0,0,0,0,0,0,,,,,
3252,8,0,0,0,0,0,0,,,,,
3253,8,0,0,0,0,0,0,,,,,
3254,4,50184,0,1200,0,1,1,,,,,
3255,8,0,0,0,0,0,0,,,,,
3256,8,0,0,0,0,0,0,,,,,
3257,8,0,0,0,0,0,0,,,,,
3258,8,0,0,0,0,0,0,,,,,
3259,8,0,0,0,0,0,0,,,,,
3260,4,51204,0,300,0,1,1,,,,,
3401,8,0,0,0,0,0,0,,,,,
3402,8,0,0,0,0,0,0,,,,,
3403,8,0,0,0,0,0,0,,,,,
3404,8,0,0,0,0,0,0,,,,,
3405,8,0,0,0,0,0,0,,,,,
3406,4,50032,0,4000,0,1,1,,,,,
3407,8,0,0,0,0,0,0,,,,,
3408,8,0,0,0,0,0,0,,,,,
3409,8,0,0,0,0,0,0,,,,,
3410,8,0,0,0,0,0,0,,,,,
3411,8,0,0,0,0,0,0,,,,,
3412,4,51034,0,1500,0,1,1,,,,,
3413,8,0,0,0,0,0,0,,,,,
3414,8,0,0,0,0,0,0,,,,,
3415,8,0,0,0,0,0,0,,,,,
3416,8,0,0,0,0,0,0,,,,,
3417,8,0,0,0,0,0,0,,,,,
3418,4,50653,0,4000,0,1,1,,,,,
3419,8,0,0,0,0,0,0,,,,,
3420,8,0,0,0,0,0,0,,,,,
3421,8,0,0,0,0,0,0,,,,,
3422,8,0,0,0,0,0,0,,,,,
3423,8,0,0,0,0,0,0,,,,,
3424,4,50143,0,1500,0,1,1,,,,,
3425,8,0,0,0,0,0,0,,,,,
3426,8,0,0,0,0,0,0,,,,,
3427,8,0,0,0,0,0,0,,,,,
3428,8,0,0,0,0,0,0,,,,,
3429,8,0,0,0,0,0,0,,,,,
3430,4,50273,0,1500,0,1,1,,,,,
3431,8,0,0,0,0,0,0,,,,,
3432,8,0,0,0,0,0,0,,,,,
3433,8,0,0,0,0,0,0,,,,,
3434,8,0,0,0,0,0,0,,,,,
3435,8,0,0,0,0,0,0,,,,,
3436,4,50423,0,1500,0,1,1,,,,,
3437,8,0,0,0,0,0,0,,,,,
3438,8,0,0,0,0,0,0,,,,,
3439,8,0,0,0,0,0,0,,,,,
3440,8,0,0,0,0,0,0,,,,,
3441,8,0,0,0,0,0,0,,,,,
3442,4,50324,0,1500,0,1,1,,,,,
3443,8,0,0,0,0,0,0,,,,,
3444,8,0,0,0,0,0,0,,,,,
3445,8,0,0,0,0,0,0,,,,,
3446,8,0,0,0,0,0,0,,,,,
3447,8,0,0,0,0,0,0,,,,,
3448,4,51093,0,4000,0,1,1,,,,,
3449,8,0,0,0,0,0,0,,,,,
3450,8,0,0,0,0,0,0,,,,,
3451,8,0,0,0,0,0,0,,,,,
3452,8,0,0,0,0,0,0,,,,,
3453,8,0,0,0,0,0,0,,,,,
3454,4,50184,0,1500,0,1,1,,,,,
3455,8,0,0,0,0,0,0,,,,,
3456,8,0,0,0,0,0,0,,,,,
3457,8,0,0,0,0,0,0,,,,,
3458,8,0,0,0,0,0,0,,,,,
3459,8,0,0,0,0,0,0,,,,,
3460,4,51204,0,500,0,1,1,,,,,
4001,8,0,0,10,0,0,0,,,,,
4002,2,1,1,10,0,1,1,,,,,
4003,2,5,1,10,0,1,1,,,,,
4004,2,5,1,10,0,1,1,,,,,
4005,2,5,1,10,0,1,1,,,,,
4006,2,98,1,10,0,1,1,,,,,
4007,2,1,1,10,0,1,1,,,,,
4008,2,1,1,10,0,1,1,,,,,
4009,2,98,1,10,0,1,1,,,,,
4010,2,1,1,10,0,1,1,,,,,
4011,2,16,1,10,0,1,1,,,,,
4012,2,98,1,10,0,1,1,,,,,
4013,2,66,1,10,0,1,1,,,,,
4014,2,8,1,10,0,1,1,,,,,
4015,2,98,1,10,0,1,1,,,,,
4016,3,132,1,10,0,1,1,,,,,
4017,3,232,1,10,0,1,1,,,,,
4018,3,122,1,10,0,1,1,,,,,
4019,3,112,1,10,0,1,1,,,,,
4020,3,312,1,10,0,1,1,,,,,
4021,3,322,1,10,0,1,1,,,,,
4022,3,332,1,10,0,1,1,,,,,
4023,3,213,1,10,0,1,1,,,,,
4024,3,123,1,10,0,1,1,,,,,
4025,2,63,1,10,0,1,1,,,,,
4030,4,10701,0,10,0,1,1,,,,,
4036,4,10702,0,10,0,1,1,,,,,
4048,4,10703,0,10,0,1,1,,,,,
5001,3,112,0,10,0,1,1,,,,,
5002,3,212,0,10,0,1,1,,,,,
5003,3,312,0,10,0,1,1,,,,,
5004,3,412,0,10,0,1,1,,,,,
5005,3,512,0,10,0,1,1,,,,,
5006,3,122,0,10,0,1,1,,,,,
5007,3,222,0,10,0,1,1,,,,,
5008,3,322,0,10,0,1,1,,,,,
5009,3,422,0,10,0,1,1,,,,,
5010,3,522,0,10,0,1,1,,,,,
5011,3,132,0,10,0,1,1,,,,,
5012,3,232,0,10,0,1,1,,,,,
5013,3,332,0,10,0,1,1,,,,,
5014,3,432,0,10,0,1,1,,,,,
5015,3,532,0,10,0,1,1,,,,,
5016,3,113,0,10,0,1,1,,,,,
5017,3,213,0,10,0,1,1,,,,,
5018,3,313,0,10,0,1,1,,,,,
5019,3,413,0,10,0,1,1,,,,,
5020,3,513,0,10,0,1,1,,,,,
5021,3,123,0,10,0,1,1,,,,,
5022,3,223,0,10,0,1,1,,,,,
5023,3,323,0,10,0,1,1,,,,,
5024,3,423,0,10,0,1,1,,,,,
5025,3,523,0,10,0,1,1,,,,,
5026,3,133,0,10,0,1,1,,,,,
5027,3,233,0,10,0,1,1,,,,,
5028,3,333,0,10,0,1,1,,,,,
5029,3,433,0,10,0,1,1,,,,,
5030,3,533,0,10,0,1,1,,,,,
5031,3,114,0,10,0,1,1,,,,,
5032,3,214,0,10,0,1,1,,,,,
5033,3,314,0,10,0,1,1,,,,,
5034,3,414,0,10,0,1,1,,,,,
5035,3,514,0,10,0,1,1,,,,,
5036,3,124,0,10,0,1,1,,,,,
5037,3,224,0,10,0,1,1,,,,,
5038,3,324,0,10,0,1,1,,,,,
5039,3,424,0,10,0,1,1,,,,,
5040,3,524,0,10,0,1,1,,,,,
5041,3,134,0,10,0,1,1,,,,,
5042,3,234,0,10,0,1,1,,,,,
5043,3,334,0,10,0,1,1,,,,,
5044,3,434,0,10,0,1,1,,,,,
5045,3,534,0,10,0,1,1,,,,,
5046,3,115,0,10,0,1,1,,,,,
5047,3,215,0,10,0,1,1,,,,,
5048,3,315,0,10,0,1,1,,,,,
5049,3,415,0,10,0,1,1,,,,,
5050,3,515,0,10,0,1,1,,,,,
5051,3,125,0,10,0,1,1,,,,,
5052,3,225,0,10,0,1,1,,,,,
5053,3,325,0,10,0,1,1,,,,,
5054,3,425,0,10,0,1,1,,,,,
5055,3,525,0,10,0,1,1,,,,,
5056,3,135,0,10,0,1,1,,,,,
5057,3,235,0,10,0,1,1,,,,,
5058,3,335,0,10,0,1,1,,,,,
5059,3,435,0,10,0,1,1,,,,,
5060,3,535,0,10,0,1,1,,,,,
6000,8,0,0,9000,0,0,0,,,,,
6000,4,10138,1,1000,0,1,1,,,,,
7011,8,0,0,7000,0,0,0,,,,,
7011,4,60112,0,600,0,1,1,,,,,
7011,4,60212,0,600,0,1,1,,,,,
7011,4,60312,0,600,0,1,1,,,,,
7011,4,60412,0,600,0,1,1,,,,,
7011,4,60512,0,600,0,1,1,,,,,
7021,8,0,0,7000,0,0,0,,,,,
7021,4,60122,0,600,0,1,1,,,,,
7021,4,60222,0,600,0,1,1,,,,,
7021,4,60322,0,600,0,1,1,,,,,
7021,4,60422,0,600,0,1,1,,,,,
7021,4,60522,0,600,0,1,1,,,,,
7031,8,0,0,7000,0,0,0,,,,,
7031,4,60132,0,600,0,1,1,,,,,
7031,4,60232,0,600,0,1,1,,,,,
7031,4,60332,0,600,0,1,1,,,,,
7031,4,60432,0,600,0,1,1,,,,,
7031,4,60532,0,600,0,1,1,,,,,
7211,8,0,0,6500,0,0,0,,,,,
7211,4,60112,0,600,0,1,1,,,,,
7211,4,60212,0,600,0,1,1,,,,,
7211,4,60312,0,600,0,1,1,,,,,
7211,4,60412,0,600,0,1,1,,,,,
7211,4,60512,0,600,0,1,1,,,,,
7211,4,60113,0,100,0,1,1,,,,,
7211,4,60213,0,100,0,1,1,,,,,
7211,4,60313,0,100,0,1,1,,,,,
7211,4,60413,0,100,0,1,1,,,,,
7211,4,60513,0,100,0,1,1,,,,,
7221,8,0,0,6500,0,0,0,,,,,
7221,4,60122,0,600,0,1,1,,,,,
7221,4,60222,0,600,0,1,1,,,,,
7221,4,60322,0,600,0,1,1,,,,,
7221,4,60422,0,600,0,1,1,,,,,
7221,4,60522,0,600,0,1,1,,,,,
7221,4,60123,0,100,0,1,1,,,,,
7221,4,60223,0,100,0,1,1,,,,,
7221,4,60323,0,100,0,1,1,,,,,
7221,4,60423,0,100,0,1,1,,,,,
7221,4,60523,0,100,0,1,1,,,,,
7231,8,0,0,6500,0,0,0,,,,,
7231,4,60132,0,600,0,1,1,,,,,
7231,4,60232,0,600,0,1,1,,,,,
7231,4,60332,0,600,0,1,1,,,,,
7231,4,60432,0,600,0,1,1,,,,,
7231,4,60532,0,600,0,1,1,,,,,
7231,4,60133,0,100,0,1,1,,,,,
7231,4,60233,0,100,0,1,1,,,,,
7231,4,60333,0,100,0,1,1,,,,,
7231,4,60433,0,100,0,1,1,,,,,
7231,4,60533,0,100,0,1,1,,,,,
7411,8,0,0,6300,0,0,0,,,,,
7411,4,60112,0,600,0,1,1,,,,,
7411,4,60212,0,600,0,1,1,,,,,
7411,4,60312,0,600,0,1,1,,,,,
7411,4,60412,0,600,0,1,1,,,,,
7411,4,60512,0,600,0,1,1,,,,,
7411,4,60113,0,100,0,1,1,,,,,
7411,4,60213,0,100,0,1,1,,,,,
7411,4,60313,0,100,0,1,1,,,,,
7411,4,60413,0,100,0,1,1,,,,,
7411,4,60513,0,100,0,1,1,,,,,
7411,4,60114,0,40,0,1,1,,,,,
7411,4,60214,0,40,0,1,1,,,,,
7411,4,60314,0,40,0,1,1,,,,,
7411,4,60414,0,40,0,1,1,,,,,
7411,4,60514,0,40,0,1,1,,,,,
7421,8,0,0,6300,0,0,0,,,,,
7421,4,60122,0,600,0,1,1,,,,,
7421,4,60222,0,600,0,1,1,,,,,
7421,4,60322,0,600,0,1,1,,,,,
7421,4,60422,0,600,0,1,1,,,,,
7421,4,60522,0,600,0,1,1,,,,,
7421,4,60123,0,100,0,1,1,,,,,
7421,4,60223,0,100,0,1,1,,,,,
7421,4,60323,0,100,0,1,1,,,,,
7421,4,60423,0,100,0,1,1,,,,,
7421,4,60523,0,100,0,1,1,,,,,
7421,4,60124,0,40,0,1,1,,,,,
7421,4,60224,0,40,0,1,1,,,,,
7421,4,60324,0,40,0,1,1,,,,,
7421,4,60424,0,40,0,1,1,,,,,
7421,4,60524,0,40,0,1,1,,,,,
7431,8,0,0,6300,0,0,0,,,,,
7431,4,60132,0,600,0,1,1,,,,,
7431,4,60232,0,600,0,1,1,,,,,
7431,4,60332,0,600,0,1,1,,,,,
7431,4,60432,0,600,0,1,1,,,,,
7431,4,60532,0,600,0,1,1,,,,,
7431,4,60133,0,100,0,1,1,,,,,
7431,4,60233,0,100,0,1,1,,,,,
7431,4,60333,0,100,0,1,1,,,,,
7431,4,60433,0,100,0,1,1,,,,,
7431,4,60533,0,100,0,1,1,,,,,
7431,4,60134,0,40,0,1,1,,,,,
7431,4,60234,0,40,0,1,1,,,,,
7431,4,60334,0,40,0,1,1,,,,,
7431,4,60434,0,40,0,1,1,,,,,
7431,4,60534,0,40,0,1,1,,,,,
8030,4,10701,0,4500,0,1,1,,,,,
8036,4,10702,0,2500,0,1,1,,,,,
8048,4,10703,0,1000,0,1,1,,,,,
8230,4,10701,0,4500,0,1,1,,,,,
8236,4,10702,0,2500,0,1,1,,,,,
8248,4,10703,0,1000,0,1,1,,,,,
8430,4,10701,0,4500,0,1,1,,,,,
8436,4,10702,0,2500,0,1,1,,,,,
8448,4,10703,0,1000,0,1,1,,,,,
10020,3,112,0,10,0,1,1,,,,,
10020,3,212,0,10,0,1,1,,,,,
10020,3,312,0,10,0,1,1,,,,,
10020,3,412,0,10,0,1,1,,,,,
10020,3,512,0,10,0,1,1,,,,,
10020,3,122,0,10,0,1,1,,,,,
10020,3,222,0,10,0,1,1,,,,,
10020,3,322,0,10,0,1,1,,,,,
10020,3,422,0,10,0,1,1,,,,,
10020,3,522,0,10,0,1,1,,,,,
10020,3,132,0,10,0,1,1,,,,,
10020,3,232,0,10,0,1,1,,,,,
10020,3,332,0,10,0,1,1,,,,,
10020,3,432,0,10,0,1,1,,,,,
10020,3,532,0,10,0,1,1,,,,,
10021,3,113,0,10,0,1,1,,,,,
10021,3,213,0,10,0,1,1,,,,,
10021,3,313,0,10,0,1,1,,,,,
10021,3,413,0,10,0,1,1,,,,,
10021,3,513,0,10,0,1,1,,,,,
10021,3,123,0,10,0,1,1,,,,,
10021,3,223,0,10,0,1,1,,,,,
10021,3,323,0,10,0,1,1,,,,,
10021,3,423,0,10,0,1,1,,,,,
10021,3,523,0,10,0,1,1,,,,,
10021,3,133,0,10,0,1,1,,,,,
10021,3,233,0,10,0,1,1,,,,,
10021,3,333,0,10,0,1,1,,,,,
10021,3,433,0,10,0,1,1,,,,,
10021,3,533,0,10,0,1,1,,,,,
10030,3,113,0,10,0,1,1,,,,,
10030,3,213,0,10,0,1,1,,,,,
10030,3,313,0,10,0,1,1,,,,,
10030,3,413,0,10,0,1,1,,,,,
10030,3,513,0,10,0,1,1,,,,,
10030,3,123,0,10,0,1,1,,,,,
10030,3,223,0,10,0,1,1,,,,,
10030,3,323,0,10,0,1,1,,,,,
10030,3,423,0,10,0,1,1,,,,,
10030,3,523,0,10,0,1,1,,,,,
10030,3,133,0,10,0,1,1,,,,,
10030,3,233,0,10,0,1,1,,,,,
10030,3,333,0,10,0,1,1,,,,,
10030,3,433,0,10,0,1,1,,,,,
10030,3,533,0,10,0,1,1,,,,,
10031,3,114,0,10,0,1,1,,,,,
10031,3,214,0,10,0,1,1,,,,,
10031,3,314,0,10,0,1,1,,,,,
10031,3,414,0,10,0,1,1,,,,,
10031,3,514,0,10,0,1,1,,,,,
10031,3,124,0,10,0,1,1,,,,,
10031,3,224,0,10,0,1,1,,,,,
10031,3,324,0,10,0,1,1,,,,,
10031,3,424,0,10,0,1,1,,,,,
10031,3,524,0,10,0,1,1,,,,,
10031,3,134,0,10,0,1,1,,,,,
10031,3,234,0,10,0,1,1,,,,,
10031,3,334,0,10,0,1,1,,,,,
10031,3,434,0,10,0,1,1,,,,,
10031,3,534,0,10,0,1,1,,,,,
10040,3,114,0,10,0,1,1,,,,,
10040,3,214,0,10,0,1,1,,,,,
10040,3,314,0,10,0,1,1,,,,,
10040,3,414,0,10,0,1,1,,,,,
10040,3,514,0,10,0,1,1,,,,,
10040,3,124,0,10,0,1,1,,,,,
10040,3,224,0,10,0,1,1,,,,,
10040,3,324,0,10,0,1,1,,,,,
10040,3,424,0,10,0,1,1,,,,,
10040,3,524,0,10,0,1,1,,,,,
10040,3,134,0,10,0,1,1,,,,,
10040,3,234,0,10,0,1,1,,,,,
10040,3,334,0,10,0,1,1,,,,,
10040,3,434,0,10,0,1,1,,,,,
10040,3,534,0,10,0,1,1,,,,,
10041,3,115,0,10,0,1,1,,,,,
10041,3,215,0,10,0,1,1,,,,,
10041,3,315,0,10,0,1,1,,,,,
10041,3,415,0,10,0,1,1,,,,,
10041,3,515,0,10,0,1,1,,,,,
10041,3,125,0,10,0,1,1,,,,,
10041,3,225,0,10,0,1,1,,,,,
10041,3,325,0,10,0,1,1,,,,,
10041,3,425,0,10,0,1,1,,,,,
