id,rule_id,des1,item,scale,cost1,cost2,cost3,cost4
415,207,,4:20502:1:0,100,14:0:300:0,-1,-1,-1
416,207,,4:20602:1:0,100,14:0:300:0,-1,-1,-1
417,207,,4:20902:1:0,100,14:0:300:0,-1,-1,-1
418,208,竞技场宝石包3,4:20001:1:0,100,14:0:100:0,-1,-1,-1
419,208,,4:20101:1:0,100,14:0:100:0,-1,-1,-1
420,208,,4:20201:1:0,100,14:0:100:0,-1,-1,-1
421,208,,4:20301:1:0,100,14:0:100:0,-1,-1,-1
422,208,,4:20401:1:0,100,14:0:100:0,-1,-1,-1
423,208,,4:20501:1:0,100,14:0:100:0,-1,-1,-1
424,208,,4:20601:1:0,100,14:0:100:0,-1,-1,-1
425,208,,4:20901:1:0,100,14:0:100:0,-1,-1,-1
426,208,,4:20002:1:0,100,14:0:300:0,-1,-1,-1
427,208,,4:20102:1:0,100,14:0:300:0,-1,-1,-1
428,208,,4:20202:1:0,100,14:0:300:0,-1,-1,-1
429,208,,4:20302:1:0,100,14:0:300:0,-1,-1,-1
430,208,,4:20402:1:0,100,14:0:300:0,-1,-1,-1
431,208,,4:20502:1:0,100,14:0:300:0,-1,-1,-1
432,208,,4:20602:1:0,100,14:0:300:0,-1,-1,-1
433,208,,4:20902:1:0,100,14:0:300:0,-1,-1,-1
434,301,远征商店橙色英雄,4:51394:1:0,10000,16:0:2000:0,-1,-1,-1
435,302,远征商店英雄包1,4:51243:2:0,1000,16:0:600:0,-1,-1,-1
436,303,远征商店英雄包2,4:51154:2:0,1000,16:0:600:0,-1,-1,-1
437,304,远征升星包1,4:40001:1:0,100,16:0:500:0,-1,-1,-1
438,304,,4:40001:2:0,100,16:0:1000:0,-1,-1,-1
439,304,,4:40001:3:0,100,16:0:1500:0,-1,-1,-1
440,304,,4:40001:5:0,100,16:0:2500:0,-1,-1,-1
441,304,,4:40002:1:0,100,16:0:1000:0,-1,-1,-1
442,304,,4:40002:2:0,100,16:0:2000:0,-1,-1,-1
443,304,,4:40002:3:0,100,16:0:3000:0,-1,-1,-1
444,304,,4:40003:1:0,100,16:0:2000:0,-1,-1,-1
445,304,,4:40003:2:0,100,16:0:4000:0,-1,-1,-1
446,304,,4:40004:1:0,100,16:0:4000:0,-1,-1,-1
447,305,远征升星包2,4:40001:1:0,100,16:0:500:0,-1,-1,-1
448,305,,4:40001:2:0,100,16:0:1000:0,-1,-1,-1
449,305,,4:40001:3:0,100,16:0:1500:0,-1,-1,-1
450,305,,4:40001:5:0,100,16:0:2500:0,-1,-1,-1
451,305,,4:40002:1:0,100,16:0:1000:0,-1,-1,-1
452,305,,4:40002:2:0,100,16:0:2000:0,-1,-1,-1
453,305,,4:40002:3:0,100,16:0:3000:0,-1,-1,-1
454,305,,4:40003:1:0,100,16:0:2000:0,-1,-1,-1
455,305,,4:40003:2:0,100,16:0:4000:0,-1,-1,-1
456,305,,4:40004:1:0,100,16:0:4000:0,-1,-1,-1
457,306,远征幻之钢包1,4:10350:1:0,100,16:0:200:0,-1,-1,-1
458,306,,4:10350:2:0,100,16:0:400:0,-1,-1,-1
459,306,,4:10350:3:0,100,16:0:600:0,-1,-1,-1
460,306,,4:10350:4:0,100,16:0:800:0,-1,-1,-1
461,306,,4:10350:5:0,100,16:0:1000:0,-1,-1,-1
462,307,远征幻之钢包2,4:10350:1:0,100,16:0:200:0,-1,-1,-1
463,307,,4:10350:2:0,100,16:0:400:0,-1,-1,-1
464,307,,4:10350:3:0,100,16:0:600:0,-1,-1,-1
465,307,,4:10350:4:0,100,16:0:800:0,-1,-1,-1
466,307,,4:10350:5:0,100,16:0:1000:0,-1,-1,-1
467,308,远征幻之钢包3,4:10350:1:0,100,16:0:200:0,-1,-1,-1
468,308,,4:10350:2:0,100,16:0:400:0,-1,-1,-1
469,308,,4:10350:3:0,100,16:0:600:0,-1,-1,-1
470,308,,4:10350:4:0,100,16:0:800:0,-1,-1,-1
471,308,,4:10350:5:0,100,16:0:1000:0,-1,-1,-1
472,401,世界BOSS橙色英雄,4:51374:1:0,10000,17:0:2000:0,-1,-1,-1
473,402,世界BOSS英雄包1,4:51294:2:0,1000,17:0:600:0,-1,-1,-1
474,403,世界BOSS英雄包2,4:51224:2:0,1000,17:0:600:0,-1,-1,-1
475,404,远征升星包1,4:40001:1:0,100,17:0:500:0,-1,-1,-1
476,404,,4:40001:2:0,100,17:0:1000:0,-1,-1,-1
477,404,,4:40001:3:0,100,17:0:1500:0,-1,-1,-1
478,404,,4:40001:5:0,100,17:0:2500:0,-1,-1,-1
479,404,,4:40002:1:0,100,17:0:1000:0,-1,-1,-1
480,404,,4:40002:2:0,100,17:0:2000:0,-1,-1,-1
481,404,,4:40002:3:0,100,17:0:3000:0,-1,-1,-1
482,404,,4:40003:1:0,100,17:0:2000:0,-1,-1,-1
483,404,,4:40003:2:0,100,17:0:4000:0,-1,-1,-1
484,404,,4:40004:1:0,100,17:0:4000:0,-1,-1,-1
485,405,远征升星包2,4:40001:1:0,100,17:0:500:0,-1,-1,-1
486,405,,4:40001:2:0,100,17:0:1000:0,-1,-1,-1
487,405,,4:40001:3:0,100,17:0:1500:0,-1,-1,-1
488,405,,4:40001:5:0,100,17:0:2500:0,-1,-1,-1
489,405,,4:40002:1:0,100,17:0:1000:0,-1,-1,-1
490,405,,4:40002:2:0,100,17:0:2000:0,-1,-1,-1
491,405,,4:40002:3:0,100,17:0:3000:0,-1,-1,-1
492,405,,4:40003:1:0,100,17:0:2000:0,-1,-1,-1
493,405,,4:40003:2:0,100,17:0:4000:0,-1,-1,-1
494,405,,4:40004:1:0,100,17:0:4000:0,-1,-1,-1
495,406,世界BOSS幻之钢包1,4:10350:1:0,100,17:0:200:0,-1,-1,-1
496,406,,4:10350:2:0,100,17:0:400:0,-1,-1,-1
497,406,,4:10350:3:0,100,17:0:600:0,-1,-1,-1
498,406,,4:10350:4:0,100,17:0:800:0,-1,-1,-1
499,406,,4:10350:5:0,100,17:0:1000:0,-1,-1,-1
500,407,世界BOSS幻之钢包2,4:10350:1:0,100,17:0:200:0,-1,-1,-1
501,407,,4:10350:2:0,100,17:0:400:0,-1,-1,-1
502,407,,4:10350:3:0,100,17:0:600:0,-1,-1,-1
503,407,,4:10350:4:0,100,17:0:800:0,-1,-1,-1
504,407,,4:10350:5:0,100,17:0:1000:0,-1,-1,-1
505,408,世界BOSS幻之钢包3,4:10350:1:0,100,17:0:200:0,-1,-1,-1
506,408,,4:10350:2:0,100,17:0:400:0,-1,-1,-1
507,408,,4:10350:3:0,100,17:0:600:0,-1,-1,-1
508,408,,4:10350:4:0,100,17:0:800:0,-1,-1,-1
509,408,,4:10350:5:0,100,17:0:1000:0,-1,-1,-1
510,601,积分商店橙色英雄,4:51284:1:0,10000,6:0:2000:0,-1,-1,-1
511,602,积分商店英雄包1,4:51193:2:0,1000,6:0:600:0,-1,-1,-1
512,603,积分商店英雄包2,4:51023:2:0,1000,6:0:600:0,-1,-1,-1
513,604,积分商店经验药水1,4:10600:1:0,100,6:0:6:0,-1,-1,-1
514,604,,4:10601:1:0,100,6:0:60:0,-1,-1,-1
515,604,,4:10602:1:0,100,6:0:600:0,-1,-1,-1
516,604,,4:10600:2:0,100,6:0:12:0,-1,-1,-1
517,604,,4:10601:2:0,100,6:0:120:0,-1,-1,-1
518,604,,4:10602:2:0,100,6:0:1200:0,-1,-1,-1
519,604,,4:10600:3:0,100,6:0:36:0,-1,-1,-1
520,604,,4:10601:3:0,100,6:0:360:0,-1,-1,-1
521,604,,4:10602:3:0,100,6:0:3600:0,-1,-1,-1
522,604,,4:10600:5:0,100,6:0:180:0,-1,-1,-1
523,604,,4:10601:5:0,100,6:0:1800:0,-1,-1,-1
524,605,积分商店经验药水2,4:10600:1:0,100,6:0:6:0,-1,-1,-1
525,605,,4:10601:1:0,100,6:0:60:0,-1,-1,-1
526,605,,4:10602:1:0,100,6:0:600:0,-1,-1,-1
527,605,,4:10600:2:0,100,6:0:12:0,-1,-1,-1
528,605,,4:10601:2:0,100,6:0:120:0,-1,-1,-1
529,605,,4:10602:2:0,100,6:0:1200:0,-1,-1,-1
530,605,,4:10600:3:0,100,6:0:36:0,-1,-1,-1
531,605,,4:10601:3:0,100,6:0:360:0,-1,-1,-1
532,605,,4:10602:3:0,100,6:0:3600:0,-1,-1,-1
533,605,,4:10600:5:0,100,6:0:180:0,-1,-1,-1
534,605,,4:10601:5:0,100,6:0:1800:0,-1,-1,-1
535,606,积分商店升星宝石1,4:40001:1:0,100,6:0:500:0,-1,-1,-1
536,606,,4:40001:2:0,100,6:0:1000:0,-1,-1,-1
537,606,,4:40001:3:0,100,6:0:1500:0,-1,-1,-1
538,606,,4:40001:5:0,100,6:0:2500:0,-1,-1,-1
539,606,,4:40002:1:0,100,6:0:1000:0,-1,-1,-1
540,606,,4:40002:2:0,100,6:0:2000:0,-1,-1,-1
541,606,,4:40002:3:0,100,6:0:3000:0,-1,-1,-1
542,606,,4:40003:1:0,100,6:0:2000:0,-1,-1,-1
543,606,,4:40003:2:0,100,6:0:4000:0,-1,-1,-1
544,606,,4:40004:1:0,100,6:0:4000:0,-1,-1,-1
545,607,积分商店升星宝石2,4:40001:1:0,100,6:0:500:0,-1,-1,-1
546,607,,4:40001:2:0,100,6:0:1000:0,-1,-1,-1
547,607,,4:40001:3:0,100,6:0:1500:0,-1,-1,-1
548,607,,4:40001:5:0,100,6:0:2500:0,-1,-1,-1
549,607,,4:40002:1:0,100,6:0:1000:0,-1,-1,-1
550,607,,4:40002:2:0,100,6:0:2000:0,-1,-1,-1
551,607,,4:40002:3:0,100,6:0:3000:0,-1,-1,-1
552,607,,4:40003:1:0,100,6:0:2000:0,-1,-1,-1
553,607,,4:40003:2:0,100,6:0:4000:0,-1,-1,-1
554,607,,4:40004:1:0,100,6:0:4000:0,-1,-1,-1
555,608,积分商店升星宝石3,4:40001:1:0,100,6:0:500:0,-1,-1,-1
556,608,,4:40001:2:0,100,6:0:1000:0,-1,-1,-1
557,608,,4:40001:3:0,100,6:0:1500:0,-1,-1,-1
558,608,,4:40001:5:0,100,6:0:2500:0,-1,-1,-1
559,608,,4:40002:1:0,100,6:0:1000:0,-1,-1,-1
560,608,,4:40002:2:0,100,6:0:2000:0,-1,-1,-1
561,608,,4:40002:3:0,100,6:0:3000:0,-1,-1,-1
562,608,,4:40003:1:0,100,6:0:2000:0,-1,-1,-1
563,608,,4:40003:2:0,100,6:0:4000:0,-1,-1,-1
564,608,,4:40004:1:0,100,6:0:4000:0,-1,-1,-1
565,701,器魂商店碎片包1,4:60112:1:0,240,15:0:2:0,-1,-1,-1
566,701,,4:60212:1:0,240,15:0:2:0,-1,-1,-1
567,701,,4:60312:1:0,240,15:0:2:0,-1,-1,-1
568,701,,4:60412:1:0,240,15:0:2:0,-1,-1,-1
569,701,,4:60512:1:0,240,15:0:2:0,-1,-1,-1
570,701,,4:60122:1:0,240,15:0:2:0,-1,-1,-1
571,701,,4:60222:1:0,240,15:0:2:0,-1,-1,-1
572,701,,4:60322:1:0,240,15:0:2:0,-1,-1,-1
573,701,,4:60422:1:0,240,15:0:2:0,-1,-1,-1
574,701,,4:60522:1:0,240,15:0:2:0,-1,-1,-1
575,701,,4:60132:1:0,240,15:0:2:0,-1,-1,-1
576,701,,4:60232:1:0,240,15:0:2:0,-1,-1,-1
577,701,,4:60332:1:0,240,15:0:2:0,-1,-1,-1
578,701,,4:60432:1:0,240,15:0:2:0,-1,-1,-1
579,701,,4:60532:1:0,240,15:0:2:0,-1,-1,-1
580,701,,4:60113:1:0,120,15:0:16:0,-1,-1,-1
581,701,,4:60213:1:0,120,15:0:16:0,-1,-1,-1
582,701,,4:60313:1:0,120,15:0:16:0,-1,-1,-1
583,701,,4:60413:1:0,120,15:0:16:0,-1,-1,-1
584,701,,4:60513:1:0,120,15:0:16:0,-1,-1,-1
585,701,,4:60123:1:0,120,15:0:16:0,-1,-1,-1
586,701,,4:60223:1:0,120,15:0:16:0,-1,-1,-1
587,701,,4:60323:1:0,120,15:0:16:0,-1,-1,-1
588,701,,4:60423:1:0,120,15:0:16:0,-1,-1,-1
589,701,,4:60523:1:0,120,15:0:16:0,-1,-1,-1
590,701,,4:60133:1:0,120,15:0:16:0,-1,-1,-1
591,701,,4:60233:1:0,120,15:0:16:0,-1,-1,-1
592,701,,4:60333:1:0,120,15:0:16:0,-1,-1,-1
593,701,,4:60433:1:0,120,15:0:16:0,-1,-1,-1
594,701,,4:60533:1:0,120,15:0:16:0,-1,-1,-1
595,701,,4:60114:1:0,90,15:0:120:0,-1,-1,-1
596,701,,4:60214:1:0,90,15:0:120:0,-1,-1,-1
597,701,,4:60314:1:0,90,15:0:120:0,-1,-1,-1
598,701,,4:60414:1:0,90,15:0:120:0,-1,-1,-1
599,701,,4:60514:1:0,90,15:0:120:0,-1,-1,-1
600,701,,4:60124:1:0,90,15:0:120:0,-1,-1,-1
601,701,,4:60224:1:0,90,15:0:120:0,-1,-1,-1
602,701,,4:60324:1:0,90,15:0:120:0,-1,-1,-1
603,701,,4:60424:1:0,90,15:0:120:0,-1,-1,-1
604,701,,4:60524:1:0,90,15:0:120:0,-1,-1,-1
605,701,,4:60134:1:0,90,15:0:120:0,-1,-1,-1
606,701,,4:60234:1:0,90,15:0:120:0,-1,-1,-1
607,701,,4:60334:1:0,90,15:0:120:0,-1,-1,-1
608,701,,4:60434:1:0,90,15:0:120:0,-1,-1,-1
609,701,,4:60534:1:0,90,15:0:120:0,-1,-1,-1
610,701,,4:60115:1:0,60,15:0:800:0,-1,-1,-1
611,701,,4:60215:1:0,60,15:0:800:0,-1,-1,-1
612,701,,4:60315:1:0,60,15:0:800:0,-1,-1,-1
613,701,,4:60415:1:0,60,15:0:800:0,-1,-1,-1
614,701,,4:60515:1:0,60,15:0:800:0,-1,-1,-1
615,701,,4:60125:1:0,60,15:0:800:0,-1,-1,-1
616,701,,4:60225:1:0,60,15:0:800:0,-1,-1,-1
617,701,,4:60325:1:0,60,15:0:800:0,-1,-1,-1
618,701,,4:60425:1:0,60,15:0:800:0,-1,-1,-1
619,701,,4:60525:1:0,60,15:0:800:0,-1,-1,-1
620,701,,4:60135:1:0,60,15:0:800:0,-1,-1,-1
621,701,,4:60235:1:0,60,15:0:800:0,-1,-1,-1
622,701,,4:60335:1:0,60,15:0:800:0,-1,-1,-1
623,701,,4:60435:1:0,60,15:0:800:0,-1,-1,-1
624,701,,4:60535:1:0,60,15:0:800:0,-1,-1,-1
625,702,器魂商店碎片包2,4:60112:1:0,270,15:0:2:0,-1,-1,-1
626,702,,4:60212:1:0,270,15:0:2:0,-1,-1,-1
627,702,,4:60312:1:0,270,15:0:2:0,-1,-1,-1
628,702,,4:60412:1:0,270,15:0:2:0,-1,-1,-1
629,702,,4:60512:1:0,270,15:0:2:0,-1,-1,-1
630,702,,4:60122:1:0,270,15:0:2:0,-1,-1,-1
631,702,,4:60222:1:0,270,15:0:2:0,-1,-1,-1
632,702,,4:60322:1:0,270,15:0:2:0,-1,-1,-1
633,702,,4:60422:1:0,270,15:0:2:0,-1,-1,-1
634,702,,4:60522:1:0,270,15:0:2:0,-1,-1,-1
635,702,,4:60132:1:0,270,15:0:2:0,-1,-1,-1
636,702,,4:60232:1:0,270,15:0:2:0,-1,-1,-1
637,702,,4:60332:1:0,270,15:0:2:0,-1,-1,-1
638,702,,4:60432:1:0,270,15:0:2:0,-1,-1,-1
639,702,,4:60532:1:0,270,15:0:2:0,-1,-1,-1
640,702,,4:60113:1:0,120,15:0:16:0,-1,-1,-1
641,702,,4:60213:1:0,120,15:0:16:0,-1,-1,-1
642,702,,4:60313:1:0,120,15:0:16:0,-1,-1,-1
643,702,,4:60413:1:0,120,15:0:16:0,-1,-1,-1
644,702,,4:60513:1:0,120,15:0:16:0,-1,-1,-1
645,702,,4:60123:1:0,120,15:0:16:0,-1,-1,-1
646,702,,4:60223:1:0,120,15:0:16:0,-1,-1,-1
647,702,,4:60323:1:0,120,15:0:16:0,-1,-1,-1
648,702,,4:60423:1:0,120,15:0:16:0,-1,-1,-1
649,702,,4:60523:1:0,120,15:0:16:0,-1,-1,-1
650,702,,4:60133:1:0,120,15:0:16:0,-1,-1,-1
651,702,,4:60233:1:0,120,15:0:16:0,-1,-1,-1
652,702,,4:60333:1:0,120,15:0:16:0,-1,-1,-1
653,702,,4:60433:1:0,120,15:0:16:0,-1,-1,-1
654,702,,4:60533:1:0,120,15:0:16:0,-1,-1,-1
655,702,,4:60114:1:0,90,15:0:120:0,-1,-1,-1
656,702,,4:60214:1:0,90,15:0:120:0,-1,-1,-1
657,702,,4:60314:1:0,90,15:0:120:0,-1,-1,-1
658,702,,4:60414:1:0,90,15:0:120:0,-1,-1,-1
659,702,,4:60514:1:0,90,15:0:120:0,-1,-1,-1
660,702,,4:60124:1:0,90,15:0:120:0,-1,-1,-1
661,702,,4:60224:1:0,90,15:0:120:0,-1,-1,-1
662,702,,4:60324:1:0,90,15:0:120:0,-1,-1,-1
663,702,,4:60424:1:0,90,15:0:120:0,-1,-1,-1
664,702,,4:60524:1:0,90,15:0:120:0,-1,-1,-1
665,702,,4:60134:1:0,90,15:0:120:0,-1,-1,-1
666,702,,4:60234:1:0,90,15:0:120:0,-1,-1,-1
667,702,,4:60334:1:0,90,15:0:120:0,-1,-1,-1
668,702,,4:60434:1:0,90,15:0:120:0,-1,-1,-1
669,702,,4:60534:1:0,90,15:0:120:0,-1,-1,-1
670,702,,4:60115:1:0,60,15:0:800:0,-1,-1,-1
671,702,,4:60215:1:0,60,15:0:800:0,-1,-1,-1
672,702,,4:60315:1:0,60,15:0:800:0,-1,-1,-1
673,702,,4:60415:1:0,60,15:0:800:0,-1,-1,-1
674,702,,4:60515:1:0,60,15:0:800:0,-1,-1,-1
675,702,,4:60125:1:0,60,15:0:800:0,-1,-1,-1
676,702,,4:60225:1:0,60,15:0:800:0,-1,-1,-1
677,702,,4:60325:1:0,60,15:0:800:0,-1,-1,-1
678,702,,4:60425:1:0,60,15:0:800:0,-1,-1,-1
679,702,,4:60525:1:0,60,15:0:800:0,-1,-1,-1
680,702,,4:60135:1:0,60,15:0:800:0,-1,-1,-1
681,702,,4:60235:1:0,60,15:0:800:0,-1,-1,-1
682,702,,4:60335:1:0,60,15:0:800:0,-1,-1,-1
683,702,,4:60435:1:0,60,15:0:800:0,-1,-1,-1
684,702,,4:60535:1:0,60,15:0:800:0,-1,-1,-1
685,703,器魂商店碎片包3,4:60112:1:0,300,15:0:2:0,-1,-1,-1
686,703,,4:60212:1:0,300,15:0:2:0,-1,-1,-1
687,703,,4:60312:1:0,300,15:0:2:0,-1,-1,-1
688,703,,4:60412:1:0,300,15:0:2:0,-1,-1,-1
689,703,,4:60512:1:0,300,15:0:2:0,-1,-1,-1
690,703,,4:60122:1:0,300,15:0:2:0,-1,-1,-1
691,703,,4:60222:1:0,300,15:0:2:0,-1,-1,-1
692,703,,4:60322:1:0,300,15:0:2:0,-1,-1,-1
693,703,,4:60422:1:0,300,15:0:2:0,-1,-1,-1
694,703,,4:60522:1:0,300,15:0:2:0,-1,-1,-1
695,703,,4:60132:1:0,300,15:0:2:0,-1,-1,-1
696,703,,4:60232:1:0,300,15:0:2:0,-1,-1,-1
697,703,,4:60332:1:0,300,15:0:2:0,-1,-1,-1
698,703,,4:60432:1:0,300,15:0:2:0,-1,-1,-1
699,703,,4:60532:1:0,300,15:0:2:0,-1,-1,-1
700,703,,4:60113:1:0,150,15:0:16:0,-1,-1,-1
701,703,,4:60213:1:0,150,15:0:16:0,-1,-1,-1
702,703,,4:60313:1:0,150,15:0:16:0,-1,-1,-1
703,703,,4:60413:1:0,150,15:0:16:0,-1,-1,-1
704,703,,4:60513:1:0,150,15:0:16:0,-1,-1,-1
705,703,,4:60123:1:0,150,15:0:16:0,-1,-1,-1
706,703,,4:60223:1:0,150,15:0:16:0,-1,-1,-1
707,703,,4:60323:1:0,150,15:0:16:0,-1,-1,-1
708,703,,4:60423:1:0,150,15:0:16:0,-1,-1,-1
709,703,,4:60523:1:0,150,15:0:16:0,-1,-1,-1
710,703,,4:60133:1:0,150,15:0:16:0,-1,-1,-1
711,703,,4:60233:1:0,150,15:0:16:0,-1,-1,-1
712,703,,4:60333:1:0,150,15:0:16:0,-1,-1,-1
713,703,,4:60433:1:0,150,15:0:16:0,-1,-1,-1
714,703,,4:60533:1:0,150,15:0:16:0,-1,-1,-1
715,703,,4:60114:1:0,100,15:0:120:0,-1,-1,-1
716,703,,4:60214:1:0,100,15:0:120:0,-1,-1,-1
717,703,,4:60314:1:0,100,15:0:120:0,-1,-1,-1
718,703,,4:60414:1:0,100,15:0:120:0,-1,-1,-1
719,703,,4:60514:1:0,100,15:0:120:0,-1,-1,-1
720,703,,4:60124:1:0,100,15:0:120:0,-1,-1,-1
721,703,,4:60224:1:0,100,15:0:120:0,-1,-1,-1
722,703,,4:60324:1:0,100,15:0:120:0,-1,-1,-1
723,703,,4:60424:1:0,100,15:0:120:0,-1,-1,-1
724,703,,4:60524:1:0,100,15:0:120:0,-1,-1,-1
725,703,,4:60134:1:0,100,15:0:120:0,-1,-1,-1
726,703,,4:60234:1:0,100,15:0:120:0,-1,-1,-1
727,703,,4:60334:1:0,100,15:0:120:0,-1,-1,-1
728,703,,4:60434:1:0,100,15:0:120:0,-1,-1,-1
729,703,,4:60534:1:0,100,15:0:120:0,-1,-1,-1
730,703,,4:60115:1:0,60,15:0:800:0,-1,-1,-1
731,703,,4:60215:1:0,60,15:0:800:0,-1,-1,-1
732,703,,4:60315:1:0,60,15:0:800:0,-1,-1,-1
733,703,,4:60415:1:0,60,15:0:800:0,-1,-1,-1
734,703,,4:60515:1:0,60,15:0:800:0,-1,-1,-1
735,703,,4:60125:1:0,60,15:0:800:0,-1,-1,-1
736,703,,4:60225:1:0,60,15:0:800:0,-1,-1,-1
737,703,,4:60325:1:0,60,15:0:800:0,-1,-1,-1
738,703,,4:60425:1:0,60,15:0:800:0,-1,-1,-1
739,703,,4:60525:1:0,60,15:0:800:0,-1,-1,-1
740,703,,4:60135:1:0,60,15:0:800:0,-1,-1,-1
741,703,,4:60235:1:0,60,15:0:800:0,-1,-1,-1
742,703,,4:60335:1:0,60,15:0:800:0,-1,-1,-1
743,703,,4:60435:1:0,60,15:0:800:0,-1,-1,-1
744,703,,4:60535:1:0,60,15:0:800:0,-1,-1,-1
745,704,器魂商店碎片包4,4:60112:1:0,400,15:0:2:0,-1,-1,-1
746,704,,4:60212:1:0,400,15:0:2:0,-1,-1,-1
747,704,,4:60312:1:0,400,15:0:2:0,-1,-1,-1
748,704,,4:60412:1:0,400,15:0:2:0,-1,-1,-1
749,704,,4:60512:1:0,400,15:0:2:0,-1,-1,-1
750,704,,4:60122:1:0,400,15:0:2:0,-1,-1,-1
751,704,,4:60222:1:0,400,15:0:2:0,-1,-1,-1
752,704,,4:60322:1:0,400,15:0:2:0,-1,-1,-1
753,704,,4:60422:1:0,400,15:0:2:0,-1,-1,-1
754,704,,4:60522:1:0,400,15:0:2:0,-1,-1,-1
755,704,,4:60132:1:0,400,15:0:2:0,-1,-1,-1
756,704,,4:60232:1:0,400,15:0:2:0,-1,-1,-1
757,704,,4:60332:1:0,400,15:0:2:0,-1,-1,-1
758,704,,4:60432:1:0,400,15:0:2:0,-1,-1,-1
759,704,,4:60532:1:0,400,15:0:2:0,-1,-1,-1
760,704,,4:60113:1:0,180,15:0:16:0,-1,-1,-1
761,704,,4:60213:1:0,180,15:0:16:0,-1,-1,-1
762,704,,4:60313:1:0,180,15:0:16:0,-1,-1,-1
763,704,,4:60413:1:0,180,15:0:16:0,-1,-1,-1
764,704,,4:60513:1:0,180,15:0:16:0,-1,-1,-1
765,704,,4:60123:1:0,180,15:0:16:0,-1,-1,-1
766,704,,4:60223:1:0,180,15:0:16:0,-1,-1,-1
767,704,,4:60323:1:0,180,15:0:16:0,-1,-1,-1
768,704,,4:60423:1:0,180,15:0:16:0,-1,-1,-1
769,704,,4:60523:1:0,180,15:0:16:0,-1,-1,-1
770,704,,4:60133:1:0,180,15:0:16:0,-1,-1,-1
771,704,,4:60233:1:0,180,15:0:16:0,-1,-1,-1
772,704,,4:60333:1:0,180,15:0:16:0,-1,-1,-1
773,704,,4:60433:1:0,180,15:0:16:0,-1,-1,-1
774,704,,4:60533:1:0,180,15:0:16:0,-1,-1,-1
775,704,,4:60114:1:0,120,15:0:120:0,-1,-1,-1
776,704,,4:60214:1:0,120,15:0:120:0,-1,-1,-1
777,704,,4:60314:1:0,120,15:0:120:0,-1,-1,-1
778,704,,4:60414:1:0,120,15:0:120:0,-1,-1,-1
779,704,,4:60514:1:0,120,15:0:120:0,-1,-1,-1
780,704,,4:60124:1:0,120,15:0:120:0,-1,-1,-1
781,704,,4:60224:1:0,120,15:0:120:0,-1,-1,-1
782,704,,4:60324:1:0,120,15:0:120:0,-1,-1,-1
783,704,,4:60424:1:0,120,15:0:120:0,-1,-1,-1
784,704,,4:60524:1:0,120,15:0:120:0,-1,-1,-1
785,704,,4:60134:1:0,120,15:0:120:0,-1,-1,-1
786,704,,4:60234:1:0,120,15:0:120:0,-1,-1,-1
787,704,,4:60334:1:0,120,15:0:120:0,-1,-1,-1
788,704,,4:60434:1:0,120,15:0:120:0,-1,-1,-1
789,704,,4:60534:1:0,120,15:0:120:0,-1,-1,-1
790,704,,4:60115:1:0,60,15:0:800:0,-1,-1,-1
791,704,,4:60215:1:0,60,15:0:800:0,-1,-1,-1
792,704,,4:60315:1:0,60,15:0:800:0,-1,-1,-1
793,704,,4:60415:1:0,60,15:0:800:0,-1,-1,-1
794,704,,4:60515:1:0,60,15:0:800:0,-1,-1,-1
795,704,,4:60125:1:0,60,15:0:800:0,-1,-1,-1
796,704,,4:60225:1:0,60,15:0:800:0,-1,-1,-1
797,704,,4:60325:1:0,60,15:0:800:0,-1,-1,-1
798,704,,4:60425:1:0,60,15:0:800:0,-1,-1,-1
799,704,,4:60525:1:0,60,15:0:800:0,-1,-1,-1
800,704,,4:60135:1:0,60,15:0:800:0,-1,-1,-1
801,704,,4:60235:1:0,60,15:0:800:0,-1,-1,-1
802,704,,4:60335:1:0,60,15:0:800:0,-1,-1,-1
803,704,,4:60435:1:0,60,15:0:800:0,-1,-1,-1
804,704,,4:60535:1:0,60,15:0:800:0,-1,-1,-1
805,705,器魂商店装备包5,3:112:1:0,240,15:0:20:0,-1,-1,-1
806,705,,3:212:1:0,240,15:0:20:0,-1,-1,-1
807,705,,3:312:1:0,240,15:0:20:0,-1,-1,-1
808,705,,3:412:1:0,240,15:0:20:0,-1,-1,-1
809,705,,3:512:1:0,240,15:0:20:0,-1,-1,-1
810,705,,3:122:1:0,240,15:0:20:0,-1,-1,-1
811,705,,3:222:1:0,240,15:0:20:0,-1,-1,-1
812,705,,3:322:1:0,240,15:0:20:0,-1,-1,-1
813,705,,3:422:1:0,240,15:0:20:0,-1,-1,-1
814,705,,3:522:1:0,240,15:0:20:0,-1,-1,-1
815,705,,3:132:1:0,240,15:0:20:0,-1,-1,-1
816,705,,3:232:1:0,240,15:0:20:0,-1,-1,-1
817,705,,3:332:1:0,240,15:0:20:0,-1,-1,-1
818,705,,3:432:1:0,240,15:0:20:0,-1,-1,-1
819,705,,3:532:1:0,240,15:0:20:0,-1,-1,-1
820,705,,3:113:1:0,120,15:0:160:0,-1,-1,-1
821,705,,3:213:1:0,120,15:0:160:0,-1,-1,-1
822,705,,3:313:1:0,120,15:0:160:0,-1,-1,-1
823,705,,3:413:1:0,120,15:0:160:0,-1,-1,-1
824,705,,3:513:1:0,120,15:0:160:0,-1,-1,-1
825,705,,3:123:1:0,120,15:0:160:0,-1,-1,-1
826,705,,3:223:1:0,120,15:0:160:0,-1,-1,-1
