id,name,description,dungeon_map,unlock_lv,is_boss,unlock_dungeon_id_pre1,unlock_dungeon_id_pre2,unlock_dungeon_id_next1,unlock_dungeon_id_next2,unlock_dungeon_id_next3,teams,each_loot_id,special_loot_id,show_first_loot_id,first_loot_id,each_loot_present,hero_present,rate_method,action_need,power_fix,combat,comat_fix,type,review_id,dungeon_show,tree_show,day_times,unlock_star,item_cost
10908,dungeon.name.9-8,dungeon.description.9-8,map_06,0,1,10907,0,10909,0,0,109081;109082,20110080;20210080;20310080;6000,,4:50292:0:0,20010080;20110080,7:0:60:0;5:0:340:0;4:50292:0:0;4:10138:0:0;2:98:0:1,13&1;11&1,0,6,154.5,72556,58.04,1,1,sheet_dounge.dungeon_show.80,,10,1:79;,-1
10909,dungeon.name.9-9,dungeon.description.9-9,map_06,0,0,10908,0,10910,0,0,109091;109092,20110081;20210081;20310081;6000,,,20010081;20110081,7:0:60:0;5:0:345:0;4:10138:0:0;2:98:0:1,12&1;66&1;11&1,0,6,157.55,73950,59.16,1,1,sheet_dounge.dungeon_show.81,,-1,1:80;,-1
10910,dungeon.name.9-10,dungeon.description.9-10,map_06,0,0,10909,0,10911,0,0,109101;109102,20110082;20210082;20310082;6000,,,20010082;20110082,7:0:60:0;5:0:345:0;4:10138:0:0;2:98:0:1,12&1;13&1;11&1,0,6,157.55,73950,59.16,1,1,sheet_dounge.dungeon_show.82,,-1,1:81;,-1
10911,dungeon.name.9-11,dungeon.description.9-11,map_06,0,0,10910,0,10912,0,0,109111;109112,20110083;20210083;20310083;6000,,,20010083;20110083,7:0:60:0;5:0:345:0;4:10138:0:0;2:98:0:1,11&1;13&1;12&1,0,6,157.55,73950,59.16,1,1,sheet_dounge.dungeon_show.83,,-1,1:82;,-1
10912,dungeon.name.9-12,dungeon.description.9-12,map_06,0,2,10911,0,11001,0,0,109121;109122,20110084;20210084;20310084;6000,,4:50313:0:0,20010084;20110084,7:0:60:0;5:0:350:0;4:50313:0:0;4:10138:0:0;2:98:0:1,11&1;13&1;12&1;14&1,0,6,160.59,75920,60.73,1,1,sheet_dounge.dungeon_show.84,,5,1:83;,-1
11001,dungeon.name.10-1,dungeon.description.10-1,map_04,55,0,10912,0,11002,0,0,110011;110012,20110085;20210085;20310085;6000,,,20010085;20110085,7:0:60:0;5:0:355:0;4:10138:0:0;2:98:0:1,63&1,0,6,163.64,75809,60.64,1,1,sheet_dounge.dungeon_show.85,,-1,1:84;,-1
11002,dungeon.name.10-2,dungeon.description.10-2,map_04,0,0,11001,0,11003,0,0,110021;110022,20110086;20210086;20310086;6000,,,20010086;20110086,7:0:60:0;5:0:355:0;4:10138:0:0;2:98:0:1,9&1;63&1,0,6,163.64,75980,60.78,1,1,sheet_dounge.dungeon_show.86,,-1,1:85;,-1
11003,dungeon.name.10-3,dungeon.description.10-3,map_04,0,0,11002,0,11004,0,0,110031;110032,20110087;20210087;20310087;6000,,,20010087;20110087,7:0:60:0;5:0:360:0;4:10138:0:0;2:98:0:1,9&1;59&1;15&1,0,6,166.68,78131,62.5,1,1,sheet_dounge.dungeon_show.87,,-1,1:86;,-1
11004,dungeon.name.10-4,dungeon.description.10-4,map_04,0,1,11003,0,11005,0,0,110041;110042,20110088;20210088;20310088;6000,,4:51363:0:0,20010088;20110088,7:0:60:0;5:0:360:0;4:51363:0:0;4:10138:0:0;2:98:0:1,59&1;63&1,0,6,166.68,78131,62.5,1,1,sheet_dounge.dungeon_show.88,,10,1:87;,-1
11005,dungeon.name.10-5,dungeon.description.10-5,map_04,0,0,11004,0,11006,0,0,110051;110052,20110089;20210089;20310089;6000,,,20010089;20110089,7:0:60:0;5:0:360:0;4:10138:0:0;2:98:0:1,59&1;61&1;9&1,0,6,166.68,78131,62.5,1,1,sheet_dounge.dungeon_show.89,,-1,1:88;,-1
11006,dungeon.name.10-6,dungeon.description.10-6,map_04,0,0,11005,0,11007,0,0,110061;110062,20110090;20210090;20310090;6000,,,20010090;20110090,7:0:60:0;5:0:365:0;4:10138:0:0;2:98:0:1,59&1;9&1;60&1,0,6,169.73,79525,63.62,1,1,sheet_dounge.dungeon_show.90,,-1,1:89;,-1
11007,dungeon.name.10-7,dungeon.description.10-7,map_04,0,0,11006,0,11008,0,0,110071;110072,20110091;20210091;20310091;6000,,,20010091;20110091,7:0:60:0;5:0:365:0;4:10138:0:0;2:98:0:1,9&1;59&1,0,6,169.73,79525,63.62,1,1,sheet_dounge.dungeon_show.91,,-1,1:90;,-1
11008,dungeon.name.10-8,dungeon.description.10-8,map_04,0,1,11007,0,11009,0,0,110081;110082,20110092;20210092;20310092;6000,,4:50132:0:0,20010092;20110092,7:0:60:0;5:0:365:0;4:50132:0:0;4:10138:0:0;2:98:0:1,9&1;63&1,0,6,169.73,79525,63.62,1,1,sheet_dounge.dungeon_show.92,,10,1:91;,-1
11009,dungeon.name.10-9,dungeon.description.10-9,map_04,0,0,11008,0,11010,0,0,110091;110092,20110093;20210093;20310093;6000,,,20010093;20110093,7:0:60:0;5:0:370:0;4:10138:0:0;2:98:0:1,59&1;9&1,0,6,172.77,80918,64.73,1,1,sheet_dounge.dungeon_show.93,,-1,1:92;,-1
11010,dungeon.name.10-10,dungeon.description.10-10,map_04,0,0,11009,0,11011,0,0,110101;110102,20110094;20210094;20310094;6000,,,20010094;20110094,7:0:60:0;5:0:370:0;4:10138:0:0;2:98:0:1,63&1;61&1;9&1,0,6,172.77,80918,64.73,1,1,sheet_dounge.dungeon_show.94,,-1,1:93;,-1
11011,dungeon.name.10-11,dungeon.description.10-11,map_04,0,0,11010,0,11012,0,0,110111;110112,20110095;20210095;20310095;6000,,,20010095;20110095,7:0:60:0;5:0:370:0;4:10138:0:0;2:98:0:1,60&1;9&1;61&1;59&1,0,6,172.77,80918,64.73,1,1,sheet_dounge.dungeon_show.95,,-1,1:94;,-1
11012,dungeon.name.10-12,dungeon.description.10-12,map_04,0,2,11011,0,0,0,0,110121;110122,20110096;20210096;20310096;6000,,4:50332:0:0,20010096;20110096,7:0:60:0;5:0:375:0;4:50332:0:0;4:10138:0:0;2:98:0:1,61&1;9&1;59&1;42&1,0,6,175.82,82942,66.35,1,1,sheet_dounge.dungeon_show.96,,5,1:95;,-1
20101,dungeon.name.1-1,dungeon.description.1-1,map_01,1,0,10105,0,20102,0,0,201011;201012,20120001;20220001;20320001;6000,,,20020001;20120001,7:0:90:0;5:0:120:0;4:10138:0:0;2:98:0:1,1&3;1&3,0,9,6.63,1011,0.8,2,1,sheet_dounge.dungeon_show.1,,-1,,-1
20102,dungeon.name.1-2,dungeon.description.1-2,map_01,0,1,20101,0,20103,0,0,201021;201022,20120002;20220002;20320002;6000,,4:900102:0:0,20020002;20120002,7:0:90:0;5:0:128:0;4:900102:0:0;4:10138:0:0;2:98:0:1,1&3;3&3,0,9,7.88,1938,1.55,2,1,sheet_dounge.dungeon_show.2,,10,2:1;,-1
20103,dungeon.name.1-3,dungeon.description.1-3,map_01,0,0,20102,0,20104,0,0,201031;201032,20120003;20220003;20320003;6000,,,20020003;20120003,7:0:90:0;5:0:135:0;4:10138:0:0;2:98:0:1,69&3;5&3,0,9,9.13,2237,1.78,2,1,sheet_dounge.dungeon_show.3,,-1,2:2;,-1
20104,dungeon.name.1-4,dungeon.description.1-4,map_01,0,0,20103,0,20105,0,0,201041;201042,20120004;20220004;20320004;6000,,,20020004;20120004,7:0:90:0;5:0:143:0;4:10138:0:0;2:98:0:1,5&3;69&3;4&3,0,9,10.38,2542,2.03,2,1,sheet_dounge.dungeon_show.4,,-1,2:3;,-1
20105,dungeon.name.1-5,dungeon.description.1-5,map_01,0,2,20104,0,20201,30101,0,201051;201052,20120005;20220005;20320005;6000,,4:900103:0:0,20020005;20120005,7:0:90:0;5:0:150:0;4:900103:0:0;4:10138:0:0;2:98:0:1,1&3;5&3;69&3,0,9,11.62,2519,2.01,2,1,sheet_dounge.dungeon_show.5,,5,2:4;,-1
20201,dungeon.name.2-1,dungeon.description.2-1,map_03,1,0,20105,0,20202,0,0,202011;202012,20120006;20220006;20320006;6000,,,20020006;20120006,7:0:90:0;5:0:158:0;4:10138:0:0;2:98:0:1,1&3;3&3,0,9,12.88,3297,2.63,2,1,sheet_dounge.dungeon_show.6,,-1,2:5;,-1
20202,dungeon.name.2-2,dungeon.description.2-2,map_03,0,0,20201,0,20203,0,0,202021;202022,20120007;20220007;20320007;6000,,,20020007;20120007,7:0:90:0;5:0:158:0;4:10138:0:0;2:98:0:1,1&3;63&3,0,9,12.89,3882,3.1,2,1,sheet_dounge.dungeon_show.7,,-1,2:6;,-1
20203,dungeon.name.2-3,dungeon.description.2-3,map_03,0,0,20202,0,20204,0,0,202031;202032,20120008;20220008;20320008;6000,,,20020008;20120008,7:0:90:0;5:0:165:0;4:10138:0:0;2:98:0:1,63&3;1&3,0,9,14.14,5447,4.35,2,1,sheet_dounge.dungeon_show.8,,-1,2:7;,-1
20204,dungeon.name.2-4,dungeon.description.2-4,map_03,0,1,20203,0,20205,0,0,202041;202042,20120009;20220009;20320009;6000,,4:900202:0:0,20020009;20120009,7:0:90:0;5:0:173:0;4:900202:0:0;4:10138:0:0;2:98:0:1,16&3;1&3,0,9,15.4,5903,4.72,2,1,sheet_dounge.dungeon_show.9,,10,2:8;,-1
20205,dungeon.name.2-5,dungeon.description.2-5,map_03,0,0,20204,0,20206,0,0,202051;202052,20120010;20220010;20320010;6000,,,20020010;20120010,7:0:90:0;5:0:173:0;4:10138:0:0;2:98:0:1,17&3;1&3,0,9,15.41,5907,4.72,2,1,sheet_dounge.dungeon_show.10,,-1,2:9;,-1
20206,dungeon.name.2-6,dungeon.description.2-6,map_03,0,0,20205,0,20207,0,0,202061;202062,20120011;20220011;20320011;6000,,,20020011;20120011,7:0:90:0;5:0:180:0;4:10138:0:0;2:98:0:1,1&3;17&3;16&3,0,9,18.78,7164,5.73,2,1,sheet_dounge.dungeon_show.11,,-1,2:10;,-1
20207,dungeon.name.2-7,dungeon.description.2-7,map_03,6,2,20206,0,20301,0,0,202071;202072,20120012;20220012;20320012;6000,,4:900203:0:0,20020012;20120012,7:0:90:0;5:0:180:0;4:900203:0:0;4:10138:0:0;2:98:0:1,17&3;16&3;103&3,0,9,18.79,9187,7.34,2,1,sheet_dounge.dungeon_show.12,,5,2:11;,-1
20301,dungeon.name.3-1,dungeon.description.3-1,map_02,0,0,20207,0,20302,0,0,203011;203012,20120013;20220013;20320013;6000,,,20020013;20120013,7:0:90:0;5:0:180:0;4:10138:0:0;2:98:0:1,66&3,0,9,19.39,7774,6.21,2,1,sheet_dounge.dungeon_show.13,,-1,2:12;,-1
20302,dungeon.name.3-2,dungeon.description.3-2,map_02,0,0,20301,0,20303,0,0,203021;203022,20120014;20220014;20320014;6000,,,20020014;20120014,7:0:90:0;5:0:188:0;4:10138:0:0;2:98:0:1,8&3;66&3,0,9,20.87,8350,6.68,2,1,sheet_dounge.dungeon_show.14,,-1,2:13;,-1
20303,dungeon.name.3-3,dungeon.description.3-3,map_02,0,0,20302,0,20304,0,0,203031;203032,20120015;20220015;20320015;6000,,,20020015;20120015,7:0:90:0;5:0:195:0;4:10138:0:0;2:98:0:1,8&3;31&3,0,9,23.21,9240,7.39,2,1,sheet_dounge.dungeon_show.15,,-1,2:14;,-1
20304,dungeon.name.3-4,dungeon.description.3-4,map_02,0,1,20303,0,20305,0,0,203041;203042,20120016;20220016;20320016;6000,,4:900302:0:0,20020016;20120016,7:0:90:0;5:0:203:0;4:900302:0:0;4:10138:0:0;2:98:0:1,8&3;13&3,0,9,24.78,11366,9.09,2,1,sheet_dounge.dungeon_show.16,,10,2:15;,-1
20305,dungeon.name.3-5,dungeon.description.3-5,map_02,0,0,20304,0,20306,0,0,203051;203052,20120017;20220017;20320017;6000,,,20020017;20120017,7:0:90:0;5:0:210:0;4:10138:0:0;2:98:0:1,8&3;31&3;11&3,0,9,27.24,13840,11.07,2,1,sheet_dounge.dungeon_show.17,,-1,2:16;,-1
20306,dungeon.name.3-6,dungeon.description.3-6,map_02,9,0,20305,0,20307,0,0,203061;203062,20120018;20220018;20320018;6000,,,20020018;20120018,7:0:90:0;5:0:218:0;4:10138:0:0;2:98:0:1,31&3;8&3;12&3;11&3;10&3,0,9,29.76,15094,12.07,2,1,sheet_dounge.dungeon_show.18,,-1,2:17;,-1
20307,dungeon.name.3-7,dungeon.description.3-7,map_02,0,0,20306,0,20308,0,0,203071;203072,20120019;20220019;20320019;6000,,,20020019;20120019,7:0:90:0;5:0:225:0;4:10138:0:0;2:98:0:1,66&3;13&3,0,9,32.5,16466,13.17,2,1,sheet_dounge.dungeon_show.19,,-1,2:18;,-1
20308,dungeon.name.3-8,dungeon.description.3-8,map_02,0,2,20307,0,20401,0,0,203081;203082,20120020;20220020;20320020;6000,,4:900303:0:0,20020020;20120020,7:0:90:0;5:0:233:0;4:900303:0:0;4:10138:0:0;2:98:0:1,13&3;11&3,0,9,35.25,17833,14.26,2,1,sheet_dounge.dungeon_show.20,,5,2:19;,-1
20401,dungeon.name.4-1,dungeon.description.4-1,map_01,0,0,20308,0,20402,0,0,204011;204012,20120021;20220021;20320021;6000,,,20020021;20120021,7:0:90:0;5:0:240:0;4:10138:0:0;2:98:0:1,12&3;66&3;11&3,0,9,42.73,16512,13.2,2,1,sheet_dounge.dungeon_show.21,,-1,2:20;,-1
20402,dungeon.name.4-2,dungeon.description.4-2,map_01,0,0,20401,0,20403,0,0,204021;204022,20120022;20220022;20320022;6000,,,20020022;20120022,7:0:90:0;5:0:248:0;4:10138:0:0;2:98:0:1,12&3;13&3;11&3,0,9,46.34,20705,16.56,2,1,sheet_dounge.dungeon_show.22,,-1,2:21;,-1
20403,dungeon.name.4-3,dungeon.description.4-3,map_01,0,1,20402,0,20404,0,0,204031;204032,20120023;20220023;20320023;6000,,4:900402:0:0,20020023;20120023,7:0:90:0;5:0:255:0;4:900402:0:0;4:10138:0:0;2:98:0:1,11&3;13&3;12&3,0,9,49.84,24667,19.73,2,1,sheet_dounge.dungeon_show.23,,10,2:22;,-1
20404,dungeon.name.4-4,dungeon.description.4-4,map_01,0,0,20403,0,20405,0,0,204041;204042,20120024;20220024;20320024;6000,,,20020024;20120024,7:0:90:0;5:0:263:0;4:10138:0:0;2:98:0:1,11&3;13&3;12&3;14&3,0,9,53.46,26433,21.14,2,1,sheet_dounge.dungeon_show.24,,-1,2:23;,-1
20405,dungeon.name.4-5,dungeon.description.4-5,map_01,0,0,20404,0,20406,0,0,204051;204052,20120025;20220025;20320025;6000,,,20020025;20120025,7:0:90:0;5:0:270:0;4:10138:0:0;2:98:0:1,63&3,0,9,58.71,29002,23.2,2,1,sheet_dounge.dungeon_show.25,,-1,2:24;,-1
20406,dungeon.name.4-6,dungeon.description.4-6,map_01,20,1,20405,0,20407,0,0,204061;204062,20120026;20220026;20320026;6000,,4:900502:0:0,20020026;20120026,7:0:90:0;5:0:270:0;4:900502:0:0;4:10138:0:0;2:98:0:1,9&3;63&3,0,9,60.3,29795,23.83,2,1,sheet_dounge.dungeon_show.26,,10,2:25;,-1
20407,dungeon.name.4-7,dungeon.description.4-7,map_01,0,0,20406,0,20408,0,0,204071;204072,20120027;20220027;20320027;6000,,,20020027;20120027,7:0:90:0;5:0:278:0;4:10138:0:0;2:98:0:1,9&3;59&3;15&3,0,9,64.32,31754,25.4,2,1,sheet_dounge.dungeon_show.27,,-1,2:26;,-1
20408,dungeon.name.4-8,dungeon.description.4-8,map_01,0,0,20407,0,20409,0,0,204081;204082,20120028;20220028;20320028;6000,,,20020028;20120028,7:0:90:0;5:0:285:0;4:10138:0:0;2:98:0:1,59&3;63&3,0,9,70.21,34629,27.7,2,1,sheet_dounge.dungeon_show.28,,-1,2:27;,-1
20409,dungeon.name.4-9,dungeon.description.4-9,map_01,0,2,20408,0,20501,0,0,204091;204092,20120029;20220029;20320029;6000,,4:900403:0:0,20020029;20120029,7:0:90:0;5:0:293:0;4:900403:0:0;4:10138:0:0;2:98:0:1,59&3;61&3;9&3,0,9,72.77,39372,31.49,2,1,sheet_dounge.dungeon_show.29,,5,2:28;,-1
20501,dungeon.name.5-1,dungeon.description.5-1,map_06,25,0,20409,0,20502,0,0,205011;205012,20120030;20220030;20320030;6000,,,20020030;20120030,7:0:90:0;5:0:300:0;4:10138:0:0;2:98:0:1,59&3;9&3;60&3,0,9,75.33,37017,29.61,2,1,sheet_dounge.dungeon_show.30,,-1,2:29;,-1
20502,dungeon.name.5-2,dungeon.description.5-2,map_06,0,0,20501,0,20503,0,0,205021;205022,20120031;20220031;20320031;6000,,,20020031;20120031,7:0:90:0;5:0:308:0;4:10138:0:0;2:98:0:1,9&3;59&3,0,9,88.82,43858,35.08,2,1,sheet_dounge.dungeon_show.31,,-1,2:30;,-1
20503,dungeon.name.5-3,dungeon.description.5-3,map_06,0,1,20502,0,20504,0,0,205031;205032,20120032;20220032;20320032;6000,,4:900102:0:0,20020032;20120032,7:0:90:0;5:0:315:0;4:900102:0:0;4:10138:0:0;2:98:0:1,9&3;63&3,0,9,91.74,45256,36.2,2,1,sheet_dounge.dungeon_show.32,,10,2:31;,-1
20504,dungeon.name.5-4,dungeon.description.5-4,map_06,0,0,20503,0,20505,0,0,205041;205042,20120033;20220033;20320033;6000,,,20020033;20120033,7:0:90:0;5:0:323:0;4:10138:0:0;2:98:0:1,59&3;9&3,0,9,94.67,46655,37.32,2,1,sheet_dounge.dungeon_show.33,,-1,2:32;,-1
20505,dungeon.name.5-5,dungeon.description.5-5,map_06,0,0,20504,0,20506,0,0,205051;205052,20120034;20220034;20320034;6000,,,20020034;20120034,7:0:90:0;5:0:330:0;4:10138:0:0;2:98:0:1,63&3;61&3;9&3,0,9,99.96,49213,39.37,2,1,sheet_dounge.dungeon_show.34,,-1,2:33;,-1
20506,dungeon.name.5-6,dungeon.description.5-6,map_06,0,1,20505,0,20507,0,0,205061;205062,20120035;20220035;20320035;6000,,4:900202:0:0,20020035;20120035,7:0:90:0;5:0:330:0;4:900202:0:0;4:10138:0:0;2:98:0:1,60&3;9&3;61&3;59&3,0,9,99.96,49213,39.37,2,1,sheet_dounge.dungeon_show.35,,10,2:34;,-1
20507,dungeon.name.5-7,dungeon.description.5-7,map_06,0,0,20506,0,20508,0,0,205071;205072,20120036;20220036;20320036;6000,,,20020036;20120036,7:0:90:0;5:0:338:0;4:10138:0:0;2:98:0:1,61&3;9&3;59&3;42&3,0,9,102.95,50646,40.51,2,1,sheet_dounge.dungeon_show.36,,-1,2:35;,-1
20508,dungeon.name.5-8,dungeon.description.5-8,map_06,0,0,20507,0,20509,0,0,205081;205082,20120037;20220037;20320037;6000,,,20020037;20120037,7:0:90:0;5:0:345:0;4:10138:0:0;2:98:0:1,29&3,0,9,108.45,53306,42.64,2,1,sheet_dounge.dungeon_show.37,,-1,2:36;,-1
20509,dungeon.name.5-9,dungeon.description.5-9,map_06,0,0,20508,0,20510,0,0,205091;205092,20120038;20220038;20320038;6000,,,20020038;20120038,7:0:90:0;5:0:345:0;4:10138:0:0;2:98:0:1,29&3;37&3,0,9,108.45,53306,42.64,2,1,sheet_dounge.dungeon_show.38,,-1,2:37;,-1
20510,dungeon.name.5-10,dungeon.description.5-10,map_06,0,2,20509,0,20601,0,0,205101;205102,20120039;20220039;20320039;6000,,4:900503:0:0,20020039;20120039,7:0:90:0;5:0:353:0;4:900503:0:0;4:10138:0:0;2:98:0:1,37&3;36&3,0,9,111.52,60148,48.11,2,1,sheet_dounge.dungeon_show.39,,5,2:38;,-1
20601,dungeon.name.6-1,dungeon.description.6-1,map_04,35,0,20510,0,20602,0,0,206011;206012,20120040;20220040;20320040;6000,,,20020040;20120040,7:0:90:0;5:0:360:0;4:10138:0:0;2:98:0:1,36&3;37&3,0,9,118.53,58065,46.45,2,1,sheet_dounge.dungeon_show.40,,-1,2:39;,-1
20602,dungeon.name.6-2,dungeon.description.6-2,map_04,0,0,20601,0,20603,0,0,206021;206022,20120041;20220041;20320041;6000,,,20020041;20120041,7:0:90:0;5:0:368:0;4:10138:0:0;2:98:0:1,36&3;37&3,0,9,126.83,62425,49.94,2,1,sheet_dounge.dungeon_show.41,,-1,2:40;,-1
20603,dungeon.name.6-3,dungeon.description.6-3,map_04,0,1,20602,0,20604,0,0,206031;206032,20120042;20220042;20320042;6000,,4:900302:0:0,20020042;20120042,7:0:90:0;5:0:375:0;4:900302:0:0;4:10138:0:0;2:98:0:1,36&3;37&3;32&3,0,9,130.13,64008,51.2,2,1,sheet_dounge.dungeon_show.42,,10,2:41;,-1
20604,dungeon.name.6-4,dungeon.description.6-4,map_04,0,0,20603,0,20605,0,0,206041;206042,20120043;20220043;20320043;6000,,,20020043;20120043,7:0:90:0;5:0:383:0;4:10138:0:0;2:98:0:1,33&3,0,9,138.51,74751,59.8,2,1,sheet_dounge.dungeon_show.43,,-1,2:42;,-1
20605,dungeon.name.6-5,dungeon.description.6-5,map_04,0,0,20604,0,20606,0,0,206051;206052,20120044;20220044;20320044;6000,,,20020044;20120044,7:0:90:0;5:0:390:0;4:10138:0:0;2:98:0:1,37&3;33&3,0,9,141.95,76555,61.24,2,1,sheet_dounge.dungeon_show.44,,-1,2:43;,-1
20606,dungeon.name.6-6,dungeon.description.6-6,map_04,0,1,20605,0,20607,0,0,206061;206062,20120045;20220045;20320045;6000,,4:900402:0:0,20020045;20120045,7:0:90:0;5:0:398:0;4:900402:0:0;4:10138:0:0;2:98:0:1,33&3;29&3;36&3,0,9,145.38,78359,62.68,2,1,sheet_dounge.dungeon_show.45,,10,2:44;,-1
20607,dungeon.name.6-7,dungeon.description.6-7,map_04,0,0,20606,0,20608,0,0,206071;206072,20120046;20220046;20320046;6000,,,20020046;20120046,7:0:90:0;5:0:405:0;4:10138:0:0;2:98:0:1,29&3;36&3;33&3,0,9,154.27,83087,66.46,2,1,sheet_dounge.dungeon_show.46,,-1,2:45;,-1
20608,dungeon.name.6-8,dungeon.description.6-8,map_04,0,0,20607,0,20609,0,0,206081;206082,20120047;20220047;20320047;6000,,,20020047;20120047,7:0:90:0;5:0:405:0;4:10138:0:0;2:98:0:1,36&3;37&3,0,9,154.27,83087,66.46,2,1,sheet_dounge.dungeon_show.47,,-1,2:46;,-1
20609,dungeon.name.6-9,dungeon.description.6-9,map_04,0,0,20608,0,20610,0,0,206091;206092,20120048;20220048;20320048;6000,,,20020048;20120048,7:0:90:0;5:0:413:0;4:10138:0:0;2:98:0:1,36&3;33&3;37&3;29&3;109&3,0,9,157.83,84957,67.96,2,1,sheet_dounge.dungeon_show.48,,-1,2:47;,-1
20610,dungeon.name.6-10,dungeon.description.6-10,map_04,0,2,20609,0,20701,0,0,206101;206102,20120049;20220049;20320049;6000,,4:900104:0:0,20020049;20120049,7:0:90:0;5:0:420:0;4:900104:0:0;4:10138:0:0;2:98:0:1,34&3,0,9,167.09,90482,72.38,2,1,sheet_dounge.dungeon_show.49,,5,2:48;,-1
20701,dungeon.name.7-1,dungeon.description.7-1,map_02,40,0,20610,0,20702,0,0,207011;207012,20120050;20220050;20320050;6000,,,20020050;20120050,7:0:90:0;5:0:420:0;4:10138:0:0;2:98:0:1,34&3;24&3,0,9,167.09,89709,71.76,2,1,sheet_dounge.dungeon_show.50,,-1,2:49;,-1
20702,dungeon.name.7-2,dungeon.description.7-2,map_02,0,0,20701,0,20703,0,0,207021;207022,20120051;20220051;20320051;6000,,,20020051;20120051,7:0:90:0;5:0:428:0;4:10138:0:0;2:98:0:1,30&3;34&3;24&3,0,9,177.56,95462,76.36,2,1,sheet_dounge.dungeon_show.51,,-1,2:50;,-1
20703,dungeon.name.7-3,dungeon.description.7-3,map_02,0,1,20702,0,20704,0,0,207031;207032,20120052;20220052;20320052;6000,,4:900502:0:0,20020052;20120052,7:0:90:0;5:0:428:0;4:900502:0:0;4:10138:0:0;2:98:0:1,30&3;24&3,0,9,183.59,98693,78.95,2,1,sheet_dounge.dungeon_show.52,,10,2:51;,-1
20704,dungeon.name.7-4,dungeon.description.7-4,map_02,0,0,20703,0,20705,0,0,207041;207042,20120053;20220053;20320053;6000,,,20020053;20120053,7:0:90:0;5:0:428:0;4:10138:0:0;2:98:0:1,34&3;24&3;30&3,0,9,183.59,98693,78.95,2,1,sheet_dounge.dungeon_show.53,,-1,2:52;,-1
20705,dungeon.name.7-5,dungeon.description.7-5,map_02,0,0,20704,0,20706,0,0,207051;207052,20120054;20220054;20320054;6000,,,20020054;20120054,7:0:90:0;5:0:435:0;4:10138:0:0;2:98:0:1,24&3;34&3;30&3;18&3,0,9,187.56,100777,80.62,2,1,sheet_dounge.dungeon_show.54,,-1,2:53;,-1
20706,dungeon.name.7-6,dungeon.description.7-6,map_02,0,0,20705,0,20707,0,0,207061;207062,20120055;20220055;20320055;6000,,,20020055;20120055,7:0:90:0;5:0:435:0;4:10138:0:0;2:98:0:1,34&3;43&3,0,9,189.86,102311,81.84,2,1,sheet_dounge.dungeon_show.55,,-1,2:54;,-1
20707,dungeon.name.7-7,dungeon.description.7-7,map_02,0,1,20706,0,20708,0,0,207071;207072,20120056;20220056;20320056;6000,,4:900102:0:0,20020056;20120056,7:0:90:0;5:0:435:0;4:900102:0:0;4:10138:0:0;2:98:0:1,34&3;23&3,0,9,189.86,102311,81.84,2,1,sheet_dounge.dungeon_show.56,,10,2:55;,-1
20708,dungeon.name.7-8,dungeon.description.7-8,map_02,0,0,20707,0,20709,0,0,207081;207082,20120057;20220057;20320057;6000,,,20020057;20120057,7:0:90:0;5:0:443:0;4:10138:0:0;2:98:0:1,23&3;34&3;30&3,0,9,193.87,104419,83.53,2,1,sheet_dounge.dungeon_show.57,,-1,2:56;,-1
20709,dungeon.name.7-9,dungeon.description.7-9,map_02,0,0,20708,0,20710,0,0,207091;207092,20120058;20220058;20320058;6000,,,20020058;20120058,7:0:90:0;5:0:443:0;4:10138:0:0;2:98:0:1,30&3;20&3,0,9,196.17,105663,84.53,2,1,sheet_dounge.dungeon_show.58,,-1,2:57;,-1
20710,dungeon.name.7-10,dungeon.description.7-10,map_02,0,0,20709,0,20711,0,0,207101;207102,20120059;20220059;20320059;6000,,,20020059;20120059,7:0:90:0;5:0:443:0;4:10138:0:0;2:98:0:1,30&3;20&3;24&3,0,9,196.17,105663,84.53,2,1,sheet_dounge.dungeon_show.59,,-1,2:58;,-1
20711,dungeon.name.7-11,dungeon.description.7-11,map_02,0,2,20710,0,20801,0,0,207111;207112,20120060;20220060;20320060;6000,,4:900204:0:0,20020060;20120060,7:0:90:0;5:0:450:0;4:900204:0:0;4:10138:0:0;2:98:0:1,24&3;30&3;20&3;120&3,0,9,209.65,113622,90.89,2,1,sheet_dounge.dungeon_show.60,,5,2:59;,-1
20801,dungeon.name.8-1,dungeon.description.8-1,map_01,45,0,20711,0,20802,0,0,208011;208012,20120061;20220061;20320061;6000,,,20020061;20120061,7:0:90:0;5:0:458:0;4:10138:0:0;2:98:0:1,1&3;1&3,0,9,213.9,114883,91.9,2,1,sheet_dounge.dungeon_show.61,,-1,2:60;,-1
20802,dungeon.name.8-2,dungeon.description.8-2,map_01,0,0,20801,0,20803,0,0,208021;208022,20120062;20220062;20320062;6000,,,20020062;20120062,7:0:90:0;5:0:458:0;4:10138:0:0;2:98:0:1,1&3;3&3,0,9,213.9,115106,92.08,2,1,sheet_dounge.dungeon_show.62,,-1,2:61;,-1
20803,dungeon.name.8-3,dungeon.description.8-3,map_01,0,0,20802,0,20804,0,0,208031;208032,20120063;20220063;20320063;6000,,,20020063;20120063,7:0:90:0;5:0:465:0;4:10138:0:0;2:98:0:1,69&3;5&3,0,9,222.36,119582,95.66,2,1,sheet_dounge.dungeon_show.63,,-1,2:62;,-1
